adjective,noun,metaphorical?,count
brilliant_j,technique_n,y,138
brilliant_j,driving_n,y,33
brilliant_j,son_n,y,57
brilliant_j,tale_n,y,32
brilliant_j,sport_n,y,69
brilliant_j,cooperation_n,y,16
brilliant_j,humour_n,y,29
brilliant_j,striker_n,y,16
brilliant_j,linguist_n,y,55
brilliant_j,strike_n,y,107
brilliant_j,entrepreneur_n,y,37
brilliant_j,album_n,y,389
brilliant_j,partnership_n,y,32
brilliant_j,diagnosis_n,y,10
brilliant_j,father_n,y,48
brilliant_j,theorist_n,y,20
brilliant_j,salesman_n,y,14
brilliant_j,teacher_n,y,168
brilliant_j,research_n,y,99
brilliant_j,choreographer_n,y,30
brilliant_j,screenplay_n,y,18
brilliant_j,endorsement_n,y,18
brilliant_j,storytelling_n,y,22
brilliant_j,portrayal_n,y,110
brilliant_j,author_n,y,56
brilliant_j,commentary_n,y,45
brilliant_j,prospect_n,y,60
brilliant_j,playmaker_n,y,21
brilliant_j,trainer_n,y,16
brilliant_j,stock_n,y,26
brilliant_j,mind_n,y,841
brilliant_j,qualifying_n,y,32
brilliant_j,lab_n,y,16
brilliant_j,lecture_n,y,67
brilliant_j,investigation_n,y,25
brilliant_j,play_n,y,494
brilliant_j,lad_n,y,11
brilliant_j,simplicity_n,y,33
brilliant_j,batting_n,y,52
brilliant_j,phd_n,y,48
brilliant_j,designer_n,y,75
brilliant_j,study_n,y,126
brilliant_j,judge_n,y,34
brilliant_j,composer_n,y,194
brilliant_j,lecturer_n,y,48
brilliant_j,playing_n,y,68
brilliant_j,administrator_n,y,38
brilliant_j,talk_n,y,40
brilliant_j,officer_n,y,47
brilliant_j,boy_n,y,58
brilliant_j,release_n,y,29
brilliant_j,temperament_n,y,17
brilliant_j,response_n,y,89
brilliant_j,dr_n,y,29
brilliant_j,talent_n,y,143
brilliant_j,coach_n,y,91
brilliant_j,success_n,y,470
brilliant_j,footballer_n,y,23
brilliant_j,characterisation_n,y,38
brilliant_j,technician_n,y,51
brilliant_j,pilot_n,y,24
brilliant_j,concept_n,y,199
brilliant_j,offer_n,y,75
brilliant_j,brit_n,y,31
brilliant_j,acting_n,y,215
brilliant_j,culture_n,y,95
brilliant_j,innovator_n,y,38
brilliant_j,competition_n,y,39
brilliant_j,experience_n,y,355
brilliant_j,newspaper_n,y,12
brilliant_j,war_n,y,22
brilliant_j,defense_n,y,103
brilliant_j,chorus_n,y,23
brilliant_j,quote_n,y,29
brilliant_j,language_n,y,31
brilliant_j,proof_n,y,25
brilliant_j,cast_n,y,184
brilliant_j,trick_n,y,35
brilliant_j,concert_n,y,61
brilliant_j,law_n,y,22
brilliant_j,formula_n,y,11
brilliant_j,advantage_n,y,21
brilliant_j,audience_n,y,25
brilliant_j,girl_n,y,17
brilliant_j,virtuoso_n,y,39
brilliant_j,help_n,y,44
brilliant_j,progress_n,y,21
brilliant_j,adventure_n,y,80
brilliant_j,man_n,y,610
brilliant_j,soundtrack_n,y,41
brilliant_j,fighting_n,y,53
brilliant_j,strategist_n,y,186
brilliant_j,ploy_n,y,19
brilliant_j,start_n,y,548
brilliant_j,casting_n,y,38
brilliant_j,advocate_n,y,18
brilliant_j,novel_n,y,200
brilliant_j,meditation_n,y,35
brilliant_j,revival_n,y,43
brilliant_j,math_n,y,13
brilliant_j,examination_n,y,40
brilliant_j,reader_n,y,17
brilliant_j,homage_n,y,10
brilliant_j,scientist_n,y,605
brilliant_j,attitude_n,y,27
brilliant_j,physicist_n,y,99
brilliant_j,individual_n,y,84
brilliant_j,vet_n,y,25
brilliant_j,fun_n,y,277
brilliant_j,crowd_n,y,25
brilliant_j,lady_n,y,15
brilliant_j,programming_n,y,15
brilliant_j,people_n,y,513
brilliant_j,family_n,y,65
brilliant_j,boxer_n,y,20
brilliant_j,game_n,y,479
brilliant_j,memory_n,y,64
brilliant_j,chess_n,y,34
brilliant_j,beginning_n,y,27
brilliant_j,genius_n,y,23
brilliant_j,tactic_n,y,104
brilliant_j,music_n,y,291
brilliant_j,teaching_n,y,39
brilliant_j,king_n,y,13
brilliant_j,synthesis_n,y,37
brilliant_j,backhand_n,y,39
brilliant_j,tiebreaker_n,y,20
brilliant_j,cruise_n,y,40
brilliant_j,theory_n,y,45
brilliant_j,follow-up_n,y,37
brilliant_j,win_n,y,123
brilliant_j,programme_n,y,51
brilliant_j,lyric_n,y,96
brilliant_j,move_n,y,398
brilliant_j,performance_n,y,2203
brilliant_j,observer_n,y,35
brilliant_j,past_n,y,19
brilliant_j,newsletter_n,y,40
brilliant_j,handling_n,y,121
brilliant_j,exception_n,y,50
dim_j,company_n,y,238
dim_j,sort_n,y,18
dim_j,earnings_n,y,16
dim_j,forecast_n,y,24
dim_j,condition_n,y,36
dim_j,notion_n,y,15
dim_j,consumer_n,y,11
dim_j,knowledge_n,y,11
dim_j,dream_n,y,11
dim_j,business_n,y,13
dim_j,reputation_n,y,12
dim_j,prognosis_n,y,23
dim_j,sidekick_n,y,11
dim_j,employee_n,y,11
dim_j,claim_n,y,279
dim_j,member_n,y,12
dim_j,outlook_n,y,213
dim_j,son_n,y,18
dim_j,wit_n,y,21
dim_j,remembrance_n,y,14
dim_j,delay_n,y,216
dim_j,understanding_n,y,34
dim_j,prospect_n,y,710
dim_j,companion_n,y,25
dim_j,league_n,y,19
dim_j,quarterfinal_n,y,40
dim_j,delivery_n,y,14
dim_j,assassin_n,y,23
dim_j,visit_n,y,10
dim_j,legend_n,y,14
dim_j,child_n,y,79
dim_j,future_n,y,126
dim_j,news_n,y,14
dim_j,loss_n,y,246
dim_j,hope_n,y,311
dim_j,past_n,y,109
dim_j,expectation_n,y,27
dim_j,credit_n,y,12
dim_j,chorus_n,y,10
dim_j,possibility_n,y,21
dim_j,language_n,y,17
dim_j,recollection_n,y,67
dim_j,childhood_n,y,16
dim_j,project_n,y,14
dim_j,awareness_n,y,19
dim_j,chance_n,y,60
dim_j,word_n,y,24
dim_j,dude_n,y,10
dim_j,revolution_n,y,13
dim_j,prospects_n,y,50
dim_j,statement_n,y,89
dim_j,situation_n,y,10
dim_j,answer_n,y,10
dim_j,economic_n,y,54
dim_j,result_n,y,19
dim_j,task_n,y,45
dim_j,enthusiasm_n,y,14
dim_j,fear_n,y,11
dim_j,job_n,y,16
dim_j,character_n,y,18
dim_j,family_n,y,20
dim_j,memory_n,y,313
dim_j,beginning_n,y,55
dim_j,investor_n,y,15
dim_j,assessment_n,y,23
dim_j,consciousness_n,y,12
dim_j,independence_n,y,86
dim_j,idea_n,y,30
dim_j,setting_n,y,10
dim_j,technology_n,y,12
dim_j,prediction_n,y,11
cold_j,person_n,y,46
cold_j,thought_n,y,16
cold_j,dread_n,y,14
cold_j,precision_n,y,46
cold_j,intolerance_n,y,143
cold_j,relationship_n,y,52
cold_j,cruelty_n,y,17
cold_j,clinician_n,y,12
cold_j,professionalism_n,y,10
cold_j,analysis_n,y,30
cold_j,tone_n,y,39
cold_j,affect_n,y,16
cold_j,reception_n,y,502
cold_j,father_n,y,20
cold_j,presentation_n,y,13
cold_j,reason_n,y,49
cold_j,heart_n,y,346
cold_j,sermon_n,y,11
cold_j,killer_n,y,71
cold_j,cognition_n,y,12
cold_j,company_n,y,14
cold_j,loneliness_n,y,14
cold_j,dignity_n,y,15
cold_j,family_n,y,25
cold_j,personality_n,y,31
cold_j,killing_n,y,37
cold_j,applause_n,y,22
cold_j,glare_n,y,25
cold_j,attack_n,y,82
cold_j,community_n,y,17
cold_j,isolation_n,y,27
cold_j,glance_n,y,35
cold_j,reaction_n,y,47
cold_j,monster_n,y,28
cold_j,temperament_n,y,14
cold_j,customer_n,y,21
cold_j,service_n,y,77
cold_j,manner_n,y,14
cold_j,calculation_n,y,300
cold_j,choice_n,y,30
cold_j,anger_n,y,24
cold_j,abstraction_n,y,10
cold_j,review_n,y,12
cold_j,fact_n,y,421
cold_j,rage_n,y,45
cold_j,response_n,y,201
